"","name","pval","adj_pval","significance"
"ENSMUSG00000044950","Pwwp2a",0.000351747703559373,0.00177184156737416,1
"ENSMUSG00000081219","Bambi-ps1",0.000352437007072016,0.00177490309529606,1
"ENSMUSG00000027490","E2f1",0.000352652614165789,0.00177516764462506,1
"ENSMUSG00000040204","2810417H13Rik",0.000352586316382947,0.00177516764462506,1
"ENSMUSG00000036873","2410004B18Rik",0.000352847669883626,0.00177573893227841,1
"ENSMUSG00000053646","Plxnb1",0.000354039415702854,0.00178132473290197,1
"ENSMUSG00000015377","Dennd6b",0.000356092958476692,0.00179124302194918,1
"ENSMUSG00000024960","Plcb3",0.000356188049845535,0.0017913074689737,1
"ENSMUSG00000002455","Prpf6",0.000357046155738296,0.001795208280965,1
"ENSMUSG00000074807","Gm10762",0.000357353145499891,0.00179633695005267,1
"ENSMUSG00000020604","Arsg",0.000358189487571928,0.00180012542334452,1
"ENSMUSG00000023959","Clic5",0.000358509677703553,0.00180090313642917,1
"ENSMUSG00000044674","Fzd1",0.000358455389224977,0.00180090313642917,1
"ENSMUSG00000063800","Prpf38a",0.000358678801689674,0.00180133706841659,1
"ENSMUSG00000003665","Has1",0.000359417882350616,0.00180463254535407,1
"ENSMUSG00000063904","Dpp3",0.00036011473575355,0.00180771452895793,1
"ENSMUSG00000020143","Dock2",0.000361698298968257,0.0018148268418617,1
"ENSMUSG00000020836","Coro6",0.000361652901362749,0.0018148268418617,1
"ENSMUSG00000031266","Gla",0.000361799323770645,0.00181491545571675,1
"ENSMUSG00000020859","Spag9",0.000362402351029367,0.00181752167340713,1
"ENSMUSG00000097979","Gm4691",0.000363088842965995,0.00182054518659896,1
"ENSMUSG00000071074","Yipf3",0.000364197871834054,0.00182568544040967,1
"ENSMUSG00000044551","9930012K11Rik",0.000365227118026071,0.00183042347756574,1
"ENSMUSG00000021678","F2rl1",0.000365929026750492,0.00183309729438218,1
"ENSMUSG00000038286","Bphl",0.000365874491408398,0.00183309729438218,1
"ENSMUSG00000019235","Rps6kl1",0.000366298767321385,0.00183452736677108,1
"ENSMUSG00000022962","Gart",0.000366852761635287,0.00183687936374467,1
"ENSMUSG00000081999","Gm13461",0.000367603837118684,0.00184021686316644,1
"ENSMUSG00000024158","Hagh",0.000367968896200667,0.0018411976187508,1
"ENSMUSG00000033684","Qsox1",0.000367906316354635,0.0018411976187508,1
"ENSMUSG00000073987","Ggh",0.000369481287695258,0.00184834032959868,1
"ENSMUSG00000045509","Gpr150",0.000369751403430284,0.00184926666760411,1
"ENSMUSG00000020386","Sar1b",0.0003700086415276,0.00185012818895208,1
"ENSMUSG00000004633","Chn2",0.000370220526482846,0.00185076259059886,1
"ENSMUSG00000019894","Slc6a15",0.000370545270758639,0.0018519607643908,1
"ENSMUSG00000086782","E130102H24Rik",0.000370897758164149,0.0018532970146871,1
"ENSMUSG00000042258","Isl1",0.000371172600130231,0.00185424476306454,1
"ENSMUSG00000022770","Dlg1",0.00037256645835715,0.00186035421213154,1
"ENSMUSG00000024798","Htr7",0.000372528976378098,0.00186035421213154,1
"ENSMUSG00000028552","Eps15",0.000374333837790685,0.00186875074123848,1
"ENSMUSG00000035270","Impg2",0.000375404308530663,0.00187323566376829,1
"ENSMUSG00000097140","Gm26779",0.000375326717672941,0.00187323566376829,1
"ENSMUSG00000058454","Dhcr7",0.000378071669482847,0.00188611327138201,1
"ENSMUSG00000022797","Tfrc",0.00037915576792613,0.00189108825281095,1
"ENSMUSG00000047496","Rnf152",0.00038040236303021,0.00189604113271901,1
"ENSMUSG00000051705","Senp8",0.00038037904581379,0.00189604113271901,1
"ENSMUSG00000072640","Lyrm9",0.000380410071550073,0.00189604113271901,1
"ENSMUSG00000027668","Mfn1",0.000382107651487487,0.00190406630362419,1
"ENSMUSG00000024007","Ppil1",0.000382693288621136,0.00190654818914663,1
"ENSMUSG00000011960","Ccnt1",0.000385436899815001,0.00191977733833731,1
"ENSMUSG00000025821","Zfp282",0.000386156604630476,0.00192292210416516,1
"ENSMUSG00000028879","Stx12",0.000387353854578099,0.00192844289229815,1
"ENSMUSG00000019297","Nop9",0.000387814630249232,0.00193029545385369,1
"ENSMUSG00000034295","Fhod3",0.000390041873875949,0.00194093751683503,1
"ENSMUSG00000027879","Sec22b",0.000390391005364165,0.00194223093642213,1
"ENSMUSG00000046185","Zfp84",0.000391412896621959,0.00194687004166248,1
"ENSMUSG00000061360","Phf5a",0.00039165758725796,0.0019476421498842,1
"ENSMUSG00000097055","Gm4419",0.000392090830102691,0.0019493513272815,1
"ENSMUSG00000056228","Cars2",0.000392933888069842,0.00195298970127622,1
"ENSMUSG00000091366","Gm17040",0.000393002061517207,0.00195298970127622,1
"ENSMUSG00000085337","Gm15964",0.000393521160437132,0.00195512304515673,1
"ENSMUSG00000078937","Cpt1b",0.000393713193486281,0.00195563083171112,1
"ENSMUSG00000097305","Gm17276",0.000395438152826549,0.00196375091815392,1
"ENSMUSG00000027195","Hsd17b12",0.000399984312458195,0.00198587422269723,1
"ENSMUSG00000032050","Rdx",0.000400898323921425,0.00198995836983432,1
"ENSMUSG00000014301","Pam16",0.000401491886417103,0.00199245038960263,1
"ENSMUSG00000051652","Lrrc3",0.000401891901707877,0.00199398099181454,1
"ENSMUSG00000042293","Gm5617",0.000402583186386135,0.00199695569624346,1
"ENSMUSG00000022774","Ncbp2",0.000403043247767678,0.0019987823569818,1
"ENSMUSG00000035109","Shc4",0.000403710669883044,0.00200163630016482,1
"ENSMUSG00000083199","Gm9432",0.000404028040441736,0.00200275374964869,1
"ENSMUSG00000097077","Gm16712",0.000404367911912996,0.00200398220128792,1
"ENSMUSG00000026193","Fn1",0.000405045202333242,0.00200642527872515,1
"ENSMUSG00000097873","Gm26867",0.000405042266427802,0.00200642527872515,1
"ENSMUSG00000042699","Dhx9",0.000405508885149277,0.00200826522715762,1
"ENSMUSG00000085730","Gm13307",0.000407592362492666,0.0020181244766495,1
"ENSMUSG00000028657","Ppt1",0.000407705595980936,0.00201822613235583,1
"ENSMUSG00000019832","Rab32",0.000407905705041843,0.00201829888737863,1
"ENSMUSG00000029998","Pcyox1",0.000407825517432327,0.00201829888737863,1
"ENSMUSG00000021890","Eaf1",0.00040888598674772,0.00202268957452502,1
"ENSMUSG00000078747","Gm20878",0.000409235916656225,0.00202396073183159,1
"ENSMUSG00000041205","Map6d1",0.000409379543777819,0.00202407873262501,1
"ENSMUSG00000054128","H2-T3",0.000409445718546715,0.00202407873262501,1
"ENSMUSG00000021417","Eci2",0.000409834933676403,0.00202554286970918,1
"ENSMUSG00000029371","Cxcl5",0.000410108290486667,0.00202597403952467,1
"ENSMUSG00000049960","Mrps16",0.00041007709266067,0.00202597403952467,1
"ENSMUSG00000020437","Myo1g",0.000410427546916353,0.00202709122593374,1
"ENSMUSG00000003585","Sec14l2",0.000411134616428121,0.00203012287009676,1
"ENSMUSG00000025225","Nfkb2",0.00041132015434633,0.00203057847625259,1
"ENSMUSG00000030435","U2af2",0.000411595224513536,0.00203147577258767,1
"ENSMUSG00000022385","Gtse1",0.000411712454400644,0.0020315937998088,1
"ENSMUSG00000024735","Prpf19",0.00041197166143398,0.00203241220056179,1
"ENSMUSG00000057113","Npm1",0.000412618242570362,0.00203514086067045,1
"ENSMUSG00000028044","Cks1b",0.000412999705205645,0.00203656094723264,1
"ENSMUSG00000060657","Marf1",0.000413739479409597,0.00203974687640995,1
"ENSMUSG00000020186","Csrp2",0.000414750092753734,0.00204426630503544,1
"ENSMUSG00000050234","Gja4",0.000417008738500166,0.00205493373605412,1
"ENSMUSG00000054679","Srsf12",0.000417582553852201,0.0020572957184694,1
"ENSMUSG00000036030","Prtg",0.0004183204697834,0.0020604649202838,1
"ENSMUSG00000033032","Afap1l1",0.000419738806074626,0.00206651595365235,1
"ENSMUSG00000051212","Gpr183",0.000419670028738673,0.00206651595365235,1
"ENSMUSG00000026342","Slc35f5",0.000419968674847253,0.00206718019898249,1
"ENSMUSG00000048581","E130311K13Rik",0.000420080614779823,0.00206726380297729,1
"ENSMUSG00000030083","Abtb1",0.000420581550138969,0.00206926122668373,1
"ENSMUSG00000053600","Zfp472",0.000421470363591371,0.00207316567685218,1
"ENSMUSG00000016253","Nelfcd",0.000421687783485481,0.00207376659911055,1
"ENSMUSG00000024258","Polr2d",0.000421930089255244,0.00207448960550495,1
"ENSMUSG00000008590","Htr3b",0.000422141024980673,0.00207505808418474,1
"ENSMUSG00000024431","Nr3c1",0.000423544343171412,0.002081486206588,1
"ENSMUSG00000037349","Nudt22",0.000423774909806945,0.00208214930295802,1
"ENSMUSG00000020669","Sh3yl1",0.000423996427774433,0.00208276765096507,1
"ENSMUSG00000035967","Ddx26b",0.000424600588521391,0.0020852649250393,1
"ENSMUSG00000086108","Gm5602",0.000424820237186251,0.00208587311316686,1
"ENSMUSG00000032815","Fanca",0.000425729567862583,0.00208986661148507,1
"ENSMUSG00000036907","C1ql2",0.000427115295657077,0.0020961963709987,1
"ENSMUSG00000024002","Brd4",0.000428253914524683,0.00210131078952375,1
"ENSMUSG00000013076","Amotl1",0.000430135429793546,0.00211006724696604,1
"ENSMUSG00000039911","Spsb1",0.000433377611043686,0.00212549312233208,1
"ENSMUSG00000056418","BC043934",0.000437247743530263,0.00214399113162103,1
"ENSMUSG00000015957","Wnt11",0.00043753290186182,0.00214490628381754,1
"ENSMUSG00000042607","Asb4",0.0004382645695231,0.00214800944238798,1
"ENSMUSG00000097728","Gm26840",0.000438505920493784,0.00214870861919203,1
"ENSMUSG00000036330","Slc18a1",0.000438961401042678,0.00215045649462199,1
"ENSMUSG00000027498","Cstf1",0.000439977799810253,0.00215480685058044,1
"ENSMUSG00000087366","BC042782",0.000440047368411218,0.00215480685058044,1
"ENSMUSG00000096972","Gm26883",0.000440597863718494,0.00215701733551053,1
"ENSMUSG00000047343","Mettl21c",0.000441277592724184,0.00215985936852478,1
"ENSMUSG00000032637","Atxn2l",0.000441593341200193,0.00216091900006055,1
"ENSMUSG00000075702","Selm",0.000441844797901027,0.00216166361687714,1
"ENSMUSG00000032940","Rbm11",0.000442965935858952,0.0021666617365952,1
"ENSMUSG00000025427","Rnf165",0.000443582829888845,0.0021689854263439,1
"ENSMUSG00000035725","Prkx",0.000443690387613922,0.0021689854263439,1
"ENSMUSG00000039929","Urb1",0.000443739887416091,0.0021689854263439,1
"ENSMUSG00000020430","Pes1",0.000446489387898133,0.00218193500873855,1
"ENSMUSG00000064341","mt-Nd1",0.000446868205442664,0.00218329616263291,1
"ENSMUSG00000027829","Ccnl1",0.00044721836364248,0.00218451671412619,1
"ENSMUSG00000021414","Fam217a",0.00044946306091166,0.00219498885130277,1
"ENSMUSG00000007812","Zfp655",0.000449962731479068,0.00219693622494523,1
"ENSMUSG00000022109","Med4",0.00045153239581703,0.00220410578236156,1
"ENSMUSG00000097835","Gm26910",0.000452270592104784,0.00220721431533585,1
"ENSMUSG00000014763","Fam120b",0.000453299336538285,0.00221173909811184,1
"ENSMUSG00000026358","Rgs1",0.000455001841067614,0.00221954852831795,1
"ENSMUSG00000097789","Gm2115",0.000455878998390657,0.0022233292280383,1
"ENSMUSG00000020230","Prmt2",0.00045715351586158,0.00222904573209909,1
"ENSMUSG00000056498","Tmem154",0.000458420970362485,0.0022347252453564,1
"ENSMUSG00000021363","Mak",0.000458973643057562,0.00223691855451224,1
"ENSMUSG00000070705","Eid2b",0.00045955193334073,0.00223923570742189,1
"ENSMUSG00000026643","Nmt2",0.000459845257652354,0.00224016359461835,1
"ENSMUSG00000021814","Anxa7",0.000459960209721635,0.00224022231003349,1
"ENSMUSG00000003354","Ccdc65",0.000460341670964728,0.00224107748626411,1
"ENSMUSG00000096985","Gm26524",0.000460276599317507,0.00224107748626411,1
"ENSMUSG00000032040","Dcps",0.000461903139332636,0.00224817644677192,1
"ENSMUSG00000031283","Chrdl1",0.000462469909432804,0.00225043191735842,1
"ENSMUSG00000020023","Tmcc3",0.00046330462999794,0.00225398996641009,1
"ENSMUSG00000042364","Snx18",0.000465288894998557,0.00226313774196014,1
"ENSMUSG00000026683","Nuf2",0.0004660341025659,0.00226625607481845,1
"ENSMUSG00000003779","Kif20a",0.000466229318955364,0.00226669908507754,1
"ENSMUSG00000043079","Synpo",0.000469839185169468,0.00228373942851629,1
"ENSMUSG00000026739","Bmi1",0.00047025216478322,0.00228523658024453,1
"ENSMUSG00000006920","Ezh1",0.000470475551547355,0.00228581192428866,1
"ENSMUSG00000034424","Gcsh",0.000472338681144982,0.00229435194716809,1
"ENSMUSG00000057182","Scn3a",0.000472593319513044,0.00229507676982344,1
"ENSMUSG00000057777","Mab21l2",0.000473051035907455,0.00229678726644541,1
"ENSMUSG00000046841","Ckap4",0.00047316718869195,0.0022968389888545,1
"ENSMUSG00000029629","Phf14",0.000474421492849973,0.00230200674518255,1
"ENSMUSG00000083478","Gm15375",0.000474443262396495,0.00230200674518255,1
"ENSMUSG00000049225","Pdp1",0.000475277129479244,0.00230553885603668,1
"ENSMUSG00000083284","Gm13688",0.000475489404444639,0.00230605476145338,1
"ENSMUSG00000097912","6330403N20Rik",0.000476222499363312,0.00230909577586607,1
"ENSMUSG00000029276","Glmn",0.000476911181610091,0.00231192013690343,1
"ENSMUSG00000041741","Pde3a",0.000477166676395411,0.00231264374706244,1
"ENSMUSG00000034902","Pip5k1c",0.000477358350433311,0.00231305778929081,1
"ENSMUSG00000024732","Ccdc86",0.000477789649861857,0.00231463250270193,1
"ENSMUSG00000033182","Kbtbd12",0.00047950975354966,0.00232239787694828,1
"ENSMUSG00000038545","Cul7",0.000479605937015272,0.00232239787694828,1
"ENSMUSG00000001052","Sec24b",0.000480904135562736,0.00232774261952355,1
"ENSMUSG00000047040","Prr15l",0.000480923536016578,0.00232774261952355,1
"ENSMUSG00000090799","Klhl33",0.000481192833155594,0.00232852837755733,1
"ENSMUSG00000042015","Wdr41",0.000481739143940107,0.00233065397838224,1
"ENSMUSG00000034820","Cpsf7",0.000482147529579138,0.00233211150110362,1
"ENSMUSG00000040213","Ccbl2",0.000483258190274605,0.00233696447367135,1
"ENSMUSG00000030222","Rerg",0.00048342279889734,0.00233724134017189,1
"ENSMUSG00000028631","Kcnq4",0.000483701874715692,0.00233807138419968,1
"ENSMUSG00000026259","Ngef",0.000484797978162486,0.00234284945229201,1
"ENSMUSG00000031698","Mylk3",0.00048650899231669,0.00235059637632638,1
"ENSMUSG00000004056","Akt2",0.000488382394813211,0.00235912427723062,1
"ENSMUSG00000034154","Ino80",0.000489397071260463,0.00236350125075677,1
"ENSMUSG00000027655","Dhx35",0.00049007169850193,0.00236623440853527,1
"ENSMUSG00000028176","Lrrc7",0.00049048275853607,0.00236769404347866,1
"ENSMUSG00000038248","Sobp",0.000491406844473952,0.00237154374902068,1
"ENSMUSG00000042249","Adrbk2",0.000491498111964601,0.00237154374902068,1
"ENSMUSG00000039099","Wdr93",0.00049353174173513,0.00238082861717605,1
"ENSMUSG00000025290","Rps24",0.000493968896019318,0.00238188191256624,1
"ENSMUSG00000030359","Pzp",0.000493863107621181,0.00238188191256624,1
"ENSMUSG00000067851","Arfgef1",0.000494161472155088,0.0023822828632171,1
"ENSMUSG00000064125","BC068157",0.000494572996634343,0.00238373892179019,1
"ENSMUSG00000049303","Syt12",0.000494954397020895,0.00238504917608276,1
"ENSMUSG00000022051","Bnip3l",0.000495136743221103,0.00238539987534115,1
"ENSMUSG00000027018","Hat1",0.000495740027430603,0.00238777790645833,1
"ENSMUSG00000082908","Gm13736",0.000496063832864627,0.00238880904784247,1
"ENSMUSG00000026959","Grin1",0.000497519609634079,0.00239475998703151,1
"ENSMUSG00000031779","Ccl22",0.000497492340084738,0.00239475998703151,1
"ENSMUSG00000018678","Sp2",0.000498030042852696,0.00239615736197703,1
"ENSMUSG00000097150","Gm26513",0.000497970540679092,0.00239615736197703,1
"ENSMUSG00000097243","Gm26908",0.000498236026896681,0.00239661876746965,1
"ENSMUSG00000085926","Gm12299",0.000500554869250469,0.00240724101136557,1
"ENSMUSG00000015094","Npdc1",0.000501227035524457,0.00240951000361493,1
"ENSMUSG00000066363","Serpina3f",0.000501248027484821,0.00240951000361493,1
"ENSMUSG00000019173","Rab5c",0.000501681798685503,0.00241025901550546,1
"ENSMUSG00000030527","Crtc3",0.000501735972544703,0.00241025901550546,1
"ENSMUSG00000035392","Dennd1a",0.000501730771409629,0.00241025901550546,1
"ENSMUSG00000040731","Eif4h",0.000502554640374138,0.00241365918278962,1
"ENSMUSG00000048106","4632415L05Rik",0.00050346266509064,0.00241748691700228,1
"ENSMUSG00000028437","Ubap1",0.000504636390947432,0.00242258850436969,1
"ENSMUSG00000008167","Fbxw9",0.000505279536460005,0.00242514126725546,1
"ENSMUSG00000038683","Pak1ip1",0.000505425454513849,0.00242530693635023,1
"ENSMUSG00000087545","Gm13966",0.00050615534266123,0.00242827412187696,1
"ENSMUSG00000037750","Fam222b",0.000507748515847527,0.00243538068704924,1
"ENSMUSG00000026781","Acbd5",0.000509241546489717,0.00244200390057877,1
"ENSMUSG00000086774","Gm11915",0.000510338323641241,0.00244672443162155,1
"ENSMUSG00000027843","Ptpn22",0.000512694925773178,0.00245748155636457,1
"ENSMUSG00000027996","Sfrp2",0.000513531020077953,0.00246040577423352,1
"ENSMUSG00000066632","Pgk1-rs7",0.000513471004958547,0.00246040577423352,1
"ENSMUSG00000040883","Tmem205",0.000513968362878612,0.00246195934614527,1
"ENSMUSG00000027663","Zmat3",0.000515536914334662,0.00246892964407829,1
"ENSMUSG00000026944","Abca2",0.000516383191232461,0.00247243863125619,1
"ENSMUSG00000038510","Rpf2",0.00051659884898936,0.00247292733978614,1
"ENSMUSG00000052997","Uba2",0.000517190267812124,0.00247521418345521,1
"ENSMUSG00000030104","Edem1",0.000519423013706364,0.00248446071327917,1
"ENSMUSG00000035187","Nkx6-1",0.000519464662479757,0.00248446071327917,1
"ENSMUSG00000078570","1110065P20Rik",0.00051944006893965,0.00248446071327917,1
"ENSMUSG00000027071","P2rx3",0.000520595905917823,0.00248932428458971,1
"ENSMUSG00000052395","Rft1",0.000523439318340239,0.00250237097048427,1
"ENSMUSG00000028362","Tnfsf8",0.000523681888754859,0.00250298098794337,1
"ENSMUSG00000041272","Tox",0.00052418170309132,0.00250427032214201,1
"ENSMUSG00000052911","Lamb2",0.000524142817051801,0.00250427032214201,1
"ENSMUSG00000028182","Lrriq3",0.000525138524831416,0.00250829109787292,1
"ENSMUSG00000039985","Fam60a",0.000525257980258066,0.00250831135955217,1
"ENSMUSG00000027433","Xrn2",0.000526174479548843,0.00251106341683113,1
"ENSMUSG00000051504","Siglech",0.000526030864678725,0.00251106341683113,1
"ENSMUSG00000070471","Fam194a",0.000526180299829297,0.00251106341683113,1
"ENSMUSG00000017446","C1qtnf1",0.000528209372916246,0.00251906108611689,1
"ENSMUSG00000021962","Dcp1a",0.000528318998631653,0.00251906108611689,1
"ENSMUSG00000042744","Gm15800",0.000528175276050592,0.00251906108611689,1
"ENSMUSG00000084998","Gm16279",0.000528267504082763,0.00251906108611689,1
"ENSMUSG00000022351","Sqle",0.000528799282279231,0.00251946758024529,1
"ENSMUSG00000026586","Prrx1",0.000528603018540163,0.00251946758024529,1
"ENSMUSG00000032336","Nptn",0.000528867155469248,0.00251946758024529,1
"ENSMUSG00000085341","Gm15863",0.000528845567752383,0.00251946758024529,1
"ENSMUSG00000097033","Gm26819",0.000529037801046199,0.00251972915479693,1
"ENSMUSG00000049036","Tmem121",0.000530283785785604,0.00252511117680192,1
"ENSMUSG00000054051","Ercc6",0.000532793881650785,0.00253595443756433,1
"ENSMUSG00000090263","D730045A05Rik",0.000532759661188455,0.00253595443756433,1
"ENSMUSG00000097472","Gm26586",0.000533168157450415,0.00253718119253617,1
"ENSMUSG00000072694","1500011B03Rik",0.000534026217391888,0.0025407090862847,1
"ENSMUSG00000056856","Jakmip3",0.00053420452627095,0.00254100212834714,1
"ENSMUSG00000084950","Gm5577",0.000535234238632252,0.00254534395134617,1
"ENSMUSG00000085318","Gm12524",0.000539227777183023,0.00256377548308617,1
"ENSMUSG00000086844","B230206H07Rik",0.000539754838130771,0.00256572108754258,1
"ENSMUSG00000036551","Akap14",0.000540266309337441,0.00256759175302018,1
"ENSMUSG00000024647","Cbln2",0.000540640540887847,0.00256880951891517,1
"ENSMUSG00000020652","Cenpo",0.000540992788565145,0.00256992232159105,1
"ENSMUSG00000043843","Tmem145",0.000542630636836885,0.00257714040021288,1
