"","name","pval","adj_pval","significance"
"ENSMUSG00000023965","Fbxl17",0.324882985603122,0.47620194435909,0
"ENSMUSG00000084544","Gm23183",0.324955167271367,0.476275679727006,0
"ENSMUSG00000037411","Serpine1",0.325051050103472,0.476384140814721,0
"ENSMUSG00000070469","Adamtsl3",0.325121273213513,0.476454983786442,0
"ENSMUSG00000032178","Ilf3",0.325253009195651,0.47661595633025,0
"ENSMUSG00000096755","Gm20746",0.32528581274534,0.476631944358513,0
"ENSMUSG00000006649","Nphs1",0.325419861478028,0.476796271905118,0
"ENSMUSG00000071112","B230216G23Rik",0.325443776472835,0.476799223256398,0
"ENSMUSG00000036061","Smug1",0.325475636152053,0.476813812978019,0
"ENSMUSG00000083442","Gm11187",0.325637321899191,0.477018579939933,0
"ENSMUSG00000051998","Lax1",0.325670409497473,0.477034951568963,0
"ENSMUSG00000042333","Tnfrsf14",0.325722426066588,0.477079045875651,0
"ENSMUSG00000042115","Klhdc8a",0.325771378044474,0.477118645906912,0
"ENSMUSG00000081792","Anp32b-ps1",0.325797258498181,0.477124452762269,0
"ENSMUSG00000032589","Bsn",0.325838895157708,0.477145640475114,0
"ENSMUSG00000052143","Gm9869",0.325888942571154,0.477145640475114,0
"ENSMUSG00000052180","Serpinb6c",0.325864589190525,0.477145640475114,0
"ENSMUSG00000074213","Gm10642",0.32592130905817,0.477145640475114,0
"ENSMUSG00000083898","Gm7340",0.32590909681392,0.477145640475114,0
"ENSMUSG00000097523","1700022N22Rik",0.325948753835382,0.477153733173083,0
"ENSMUSG00000001999","Blvra",0.326042415617828,0.477175784581281,0
"ENSMUSG00000027602","Map1lc3a",0.326002536488358,0.477175784581281,0
"ENSMUSG00000039114","Nrn1",0.326073407157031,0.477175784581281,0
"ENSMUSG00000055341","Zfp457",0.326041859094967,0.477175784581281,0
"ENSMUSG00000078611","Gm5901",0.326057022544507,0.477175784581281,0
"ENSMUSG00000021139","Gm20498",0.326280046337003,0.477446087431301,0
"ENSMUSG00000062410","Hsd3b3",0.326408004019753,0.477569130074868,0
"ENSMUSG00000093720","Gm20635",0.326398491600716,0.477569130074868,0
"ENSMUSG00000085165","Gm12089",0.326480256773133,0.477642743781189,0
"ENSMUSG00000078789","Dph1",0.326616969036202,0.477810645940543,0
"ENSMUSG00000033066","Gas7",0.326760397276863,0.477988349735576,0
"ENSMUSG00000016529","Il10",0.32682847960342,0.478023703691372,0
"ENSMUSG00000062464","Gm9705",0.326819723568386,0.478023703691372,0
"ENSMUSG00000086477","Gm15506",0.326873939040491,0.478025964052564,0
"ENSMUSG00000086714","0610009E02Rik",0.326861222239037,0.478025964052564,0
"ENSMUSG00000092604","Gm20508",0.326960657440283,0.478120665847152,0
"ENSMUSG00000082199","Gm15763",0.327034985992456,0.478197238232371,0
"ENSMUSG00000045506","A930002H24Rik",0.32706676680249,0.478211590332909,0
"ENSMUSG00000073889","Il11ra1",0.32726734798812,0.478440601198587,0
"ENSMUSG00000092310","Gm20509",0.327260759275015,0.478440601198587,0
"ENSMUSG00000067941","Gm7168",0.327303746516636,0.478457962305353,0
"ENSMUSG00000072693","Gm10401",0.327323177188734,0.478457962305353,0
"ENSMUSG00000032338","Hcn4",0.327457837776098,0.478558406808312,0
"ENSMUSG00000048445","Ccdc57",0.327414544536066,0.478558406808312,0
"ENSMUSG00000094331","Gm13275",0.327437283802789,0.478558406808312,0
"ENSMUSG00000040195","Tmem194",0.327581972991042,0.47870768787676,0
"ENSMUSG00000029674","Limk1",0.32786749124634,0.479092768100146,0
"ENSMUSG00000033444","Specc1l",0.327912825919893,0.479126854570603,0
"ENSMUSG00000022780","Mfi2",0.327950247717212,0.479149375414497,0
"ENSMUSG00000077639","Gm22772",0.327986776484542,0.479170588568311,0
"ENSMUSG00000028690","Mmachc",0.32801634887006,0.47918163666712,0
"ENSMUSG00000029625","Cpsf4",0.328085803770385,0.479250941618696,0
"ENSMUSG00000030652","Coq7",0.328157981640838,0.47932421457918,0
"ENSMUSG00000018559","Ctdnep1",0.328242287907041,0.479383031463353,0
"ENSMUSG00000072837","Mir546",0.328227609677069,0.479383031463353,0
"ENSMUSG00000085179","Gm13645",0.328306452927176,0.479444579197581,0
"ENSMUSG00000032228","Tcf12",0.328364650926163,0.479497405279596,0
"ENSMUSG00000020085","Aifm2",0.328445942133115,0.479583944076462,0
"ENSMUSG00000032482","Cspg5",0.328616468671916,0.479736413830637,0
"ENSMUSG00000040987","Mill2",0.328599602784051,0.479736413830637,0
"ENSMUSG00000041187","Prkd2",0.328595499130934,0.479736413830637,0
"ENSMUSG00000053603","4930442H23Rik",0.328714605325777,0.479815331716225,0
"ENSMUSG00000065999","Gm13154",0.328693340746945,0.479815331716225,0
"ENSMUSG00000095989","Gm23049",0.328767772277062,0.479860764966741,0
"ENSMUSG00000002608","Ccdc97",0.328820149380501,0.479905039361996,0
"ENSMUSG00000029231","Pdgfra",0.328945981689074,0.480056506726963,0
"ENSMUSG00000087691","Gm15674",0.32920227597254,0.480398334352045,0
"ENSMUSG00000035295","Wdr38",0.3292836044659,0.480470881249458,0
"ENSMUSG00000053093","Myh7",0.329296128754911,0.480470881249458,0
"ENSMUSG00000032583","Mon1a",0.32937020667115,0.480514559367259,0
"ENSMUSG00000081491","Gm12778",0.329348277174524,0.480514559367259,0
"ENSMUSG00000024012","Mtch1",0.329420943787247,0.480556376788539,0
"ENSMUSG00000011114","Tbrg1",0.329550227298274,0.480712763719312,0
"ENSMUSG00000005371","Fbxo11",0.329634415315134,0.480772387744072,0
"ENSMUSG00000020974","Pole2",0.329635268561654,0.480772387744072,0
"ENSMUSG00000081436","Gm5912",0.329850949146793,0.481054730297082,0
"ENSMUSG00000026578","Ccdc181",0.330125842346709,0.481368564339056,0
"ENSMUSG00000079554","Aox2",0.330118524223801,0.481368564339056,0
"ENSMUSG00000084288","Gm5228",0.330132471367711,0.481368564339056,0
"ENSMUSG00000086745","2410057H14Rik",0.33028364501453,0.48155673959358,0
"ENSMUSG00000035215","Lsm7",0.33037229221765,0.481653731592477,0
"ENSMUSG00000041750","Cd1d2",0.330444675660663,0.481727001058544,0
"ENSMUSG00000091492","Gm17025",0.330474369050256,0.481738030705934,0
"ENSMUSG00000037112","Sik2",0.330560997304668,0.481832048227097,0
"ENSMUSG00000060224","Pyroxd2",0.330649378627874,0.481928608295337,0
"ENSMUSG00000016493","Cd46",0.33083258013996,0.482098778953622,0
"ENSMUSG00000029379","Cxcl3",0.330855987003707,0.482098778953622,0
"ENSMUSG00000035762","Tmem161b",0.330822999752016,0.482098778953622,0
"ENSMUSG00000079101","Gm2904",0.330806189066005,0.482098778953622,0
"ENSMUSG00000096232","0610012G03Rik",0.33087685247003,0.482098778953622,0
"ENSMUSG00000027750","Postn",0.330904104700836,0.482106221203367,0
"ENSMUSG00000038400","Pmepa1",0.330987117864467,0.482162632521064,0
"ENSMUSG00000063172","Hspb11",0.330983515349922,0.482162632521064,0
"ENSMUSG00000029343","Crybb1",0.331148569243311,0.48233327764743,0
"ENSMUSG00000044033","Ccdc141",0.331129710179861,0.48233327764743,0
"ENSMUSG00000078813","Leng1",0.331174503903513,0.482338782745743,0
"ENSMUSG00000090230","Gm16315",0.331219369255548,0.482371856850795,0
"ENSMUSG00000085316","D330050G23Rik",0.331306334237051,0.482453056828788,0
"ENSMUSG00000086889","Gm8619",0.331319445714354,0.482453056828788,0
"ENSMUSG00000075021","Gm13889",0.331386973599319,0.482519114648928,0
"ENSMUSG00000073616","Myeov2",0.331465915217666,0.482601781595921,0
"ENSMUSG00000063410","Stk24",0.331718316673096,0.482914188938667,0
"ENSMUSG00000082491","Gm5909",0.331724849367404,0.482914188938667,0
"ENSMUSG00000038462","Uqcrfs1",0.33206577631831,0.483378177067794,0
"ENSMUSG00000034675","Dbn1",0.332395695677868,0.483826080805166,0
"ENSMUSG00000064263","Gm1631",0.332434077801365,0.483849599399219,0
"ENSMUSG00000081152","Gm12430",0.332545062059457,0.483978778400725,0
"ENSMUSG00000072487","Mroh5",0.332794884913559,0.484309989268255,0
"ENSMUSG00000029427","Zcchc8",0.332840475179133,0.484343959970918,0
"ENSMUSG00000066752","Gm10176",0.333052555058276,0.484620182874865,0
"ENSMUSG00000087693","Gm16191",0.333099297219328,0.484629843093837,0
"ENSMUSG00000089365","Gm23823",0.33310371466888,0.484629843093837,0
"ENSMUSG00000022677","Fopnl",0.333192155376844,0.48469373344309,0
"ENSMUSG00000028796","Phc2",0.333188479597217,0.48469373344309,0
"ENSMUSG00000040037","Negr1",0.333274343711159,0.484780900443352,0
"ENSMUSG00000095690","Rab11b-ps2",0.333313137574262,0.484804938410559,0
"ENSMUSG00000037860","Aim2",0.333438733969099,0.484933687434246,0
"ENSMUSG00000046761","Fam83h",0.333446203706337,0.484933687434246,0
"ENSMUSG00000050830","Vwc2",0.333602036848083,0.485127910241106,0
"ENSMUSG00000050926","Dcaf12l2",0.333677106356638,0.485204667545443,0
"ENSMUSG00000096449","Gm4076",0.333792623490614,0.485340226141332,0
"ENSMUSG00000030830","Itgal",0.333840918498881,0.485378031029728,0
"ENSMUSG00000003420","Fcgrt",0.334074611088747,0.485685366144449,0
"ENSMUSG00000019312","Grb7",0.334185008803458,0.485813423254546,0
"ENSMUSG00000022312","Eif3h",0.334212381569081,0.485820775798923,0
"ENSMUSG00000093931","Amy2a3",0.334378748363936,0.485965269067506,0
"ENSMUSG00000096569","Amy2a2",0.334378748363936,0.485965269067506,0
"ENSMUSG00000096770","Amy2a4",0.334378748363936,0.485965269067506,0
"ENSMUSG00000063245","Gm13248",0.334447315493117,0.48603247484151,0
"ENSMUSG00000016940","Kctd2",0.334486659558511,0.48605720633082,0
"ENSMUSG00000024827","Gldc",0.334584721900893,0.486167254922534,0
"ENSMUSG00000057894","Zfp329",0.334651888243888,0.48620756462308,0
"ENSMUSG00000091831","Gm4707",0.334657129019193,0.48620756462308,0
"ENSMUSG00000026042","Col5a2",0.334706050775807,0.48624619187509,0
"ENSMUSG00000016028","Celsr1",0.334768683596948,0.486304731473221,0
"ENSMUSG00000076270","Mir719",0.334932651207701,0.48651045832952,0
"ENSMUSG00000029599","Ddx54",0.334995664422972,0.486569524995164,0
"ENSMUSG00000005628","Tmod4",0.335021803268784,0.486575028616724,0
"ENSMUSG00000035835","BC005764",0.335054147178244,0.486589542940267,0
"ENSMUSG00000091329","1700112D23Rik",0.335197027767684,0.48676457387475,0
"ENSMUSG00000087532","Gm15938",0.335243992925355,0.486800304807437,0
"ENSMUSG00000032187","Smarca4",0.335282084071428,0.486823146079702,0
"ENSMUSG00000060730","Gm10086",0.335357827247882,0.486900650684471,0
"ENSMUSG00000094293","Gm3893",0.335420432272262,0.486959071152268,0
"ENSMUSG00000022097","Sftpc",0.335576856480432,0.48705898073396,0
"ENSMUSG00000025738","Fbxl16",0.33557873827612,0.48705898073396,0
"ENSMUSG00000032932","Hspa13",0.335555940019838,0.48705898073396,0
"ENSMUSG00000084128","Esrp2",0.335558701196198,0.48705898073396,0
"ENSMUSG00000027209","Fam227b",0.335651913511411,0.487132711756344,0
"ENSMUSG00000029553","Tfec",0.335686717126353,0.487150747804148,0
"ENSMUSG00000082245","Gm6292",0.335717909959794,0.487163541807284,0
"ENSMUSG00000024833","Pola2",0.33579544612451,0.487236773216801,0
"ENSMUSG00000051154","Commd3",0.335835516002541,0.487236773216801,0
"ENSMUSG00000068245","Phf11d",0.335834399582875,0.487236773216801,0
"ENSMUSG00000087444","Gm5475",0.335859019061369,0.487238402344577,0
"ENSMUSG00000032310","Cyp1a2",0.335910236513113,0.487280234483408,0
"ENSMUSG00000097565","Gm26965",0.335934184473948,0.487282505841983,0
"ENSMUSG00000057594","Arl16",0.335964875828836,0.487294557739479,0
"ENSMUSG00000001855","Nup214",0.336008349250195,0.487325146327759,0
"ENSMUSG00000097143","Gm17608",0.336290316713573,0.487701604394564,0
"ENSMUSG00000020627","Klhl29",0.336376775411587,0.487794496601989,0
"ENSMUSG00000024857","Cabp2",0.33650986473297,0.487954993013286,0
"ENSMUSG00000037295","Ldlrap1",0.336705677223861,0.488206413509203,0
"ENSMUSG00000081305","Gm12879",0.336770365322499,0.488267689360423,0
"ENSMUSG00000020461","Clhc1",0.336806738490342,0.488287907283295,0
"ENSMUSG00000040229","Gpr34",0.33690666223043,0.488359115444443,0
"ENSMUSG00000082884","Gm13339",0.336923150703942,0.488359115444443,0
"ENSMUSG00000092267","Gm20417",0.336920871139733,0.488359115444443,0
"ENSMUSG00000021499","Catsper3",0.336966584310783,0.488389555091542,0
"ENSMUSG00000033752","Mnd1",0.337230108641747,0.488597815119758,0
"ENSMUSG00000036111","Lmo1",0.3371546315938,0.488597815119758,0
"ENSMUSG00000049299","Trappc1",0.337167649351153,0.488597815119758,0
"ENSMUSG00000070490","Gm10293",0.337244929851849,0.488597815119758,0
"ENSMUSG00000090105","Gm15890",0.337197824315867,0.488597815119758,0
"ENSMUSG00000091639","Gm3756",0.337225047918685,0.488597815119758,0
"ENSMUSG00000039105","Atp6v1g1",0.337295121578038,0.488638015163393,0
"ENSMUSG00000083335","Gm13397",0.337321654870946,0.488643938265711,0
"ENSMUSG00000027865","Gdap2",0.337527342682125,0.488909366435964,0
"ENSMUSG00000024672","Ms4a7",0.337573738725471,0.48894404003674,0
"ENSMUSG00000029269","Sult1b1",0.337602183049376,0.488952709364553,0
"ENSMUSG00000061272","Gm14173",0.337792509641779,0.489195817695149,0
"ENSMUSG00000064264","Zfp428",0.33786003718863,0.489239420681094,0
"ENSMUSG00000085048","Gm15537",0.337867561891519,0.489239420681094,0
"ENSMUSG00000039157","Fam102a",0.337892452717214,0.489242922858903,0
"ENSMUSG00000093809","Bcl2a1a",0.337940335349527,0.489279712768142,0
"ENSMUSG00000021278","Amn",0.338030729551243,0.489345502564007,0
"ENSMUSG00000046008","Pnlip",0.338009138422264,0.489345502564007,0
"ENSMUSG00000078500","Gm13235",0.338109781772338,0.489427397537604,0
"ENSMUSG00000003418","St8sia6",0.338167526773525,0.489478440621396,0
"ENSMUSG00000019777","Hdac2",0.338274957717555,0.489511875800209,0
"ENSMUSG00000045365","Rbm15b",0.338280193700571,0.489511875800209,0
"ENSMUSG00000056145","AI504432",0.338280564577381,0.489511875800209,0
"ENSMUSG00000061904","Slc25a3",0.338237178311121,0.489511875800209,0
"ENSMUSG00000087128","Gm12655",0.338384400551402,0.48959704820925,0
"ENSMUSG00000096862","Gm13301",0.338374261415204,0.48959704820925,0
"ENSMUSG00000097588","Gm17388",0.338544424601339,0.489796030568564,0
"ENSMUSG00000033526","Ppip5k1",0.338625519971133,0.489880802398267,0
"ENSMUSG00000063427","Rps10-ps2",0.338674173746247,0.489918633663092,0
"ENSMUSG00000037991","Rmi2",0.338747637211251,0.489992346669733,0
"ENSMUSG00000047394","Odf3b",0.338772256535386,0.489995402407114,0
"ENSMUSG00000031938","4931406C07Rik",0.338922997967229,0.490068034521278,0
"ENSMUSG00000035235","Trim13",0.338941492937442,0.490068034521278,0
"ENSMUSG00000059482","2610301B20Rik",0.338875524557906,0.490068034521278,0
"ENSMUSG00000083621","Gm14586",0.338892357494721,0.490068034521278,0
"ENSMUSG00000084056","Rhox3b",0.33892803754815,0.490068034521278,0
"ENSMUSG00000097926","Gm26575",0.33895753359154,0.490068034521278,0
"ENSMUSG00000055093","Gm8430",0.338994059577271,0.490088297433878,0
"ENSMUSG00000030307","Slc6a11",0.339052325368488,0.490139985099426,0
"ENSMUSG00000031916","Cog8",0.339173391416882,0.490249894073625,0
"ENSMUSG00000039046","Usp6nl",0.339154023483789,0.490249894073625,0
"ENSMUSG00000038034","Igsf8",0.33919898864156,0.490254343870106,0
"ENSMUSG00000031996","Aplp2",0.339241872159961,0.490283775809514,0
"ENSMUSG00000022658","Tagln3",0.339580486455423,0.49073176815634,0
"ENSMUSG00000030680","Pagr1a",0.339596932572845,0.49073176815634,0
"ENSMUSG00000034057","Myrfl",0.339620382431086,0.490733081961052,0
"ENSMUSG00000024312","Wdr46",0.339679449754515,0.490785857486432,0
"ENSMUSG00000037813","D630003M21Rik",0.339850158133371,0.490967338601302,0
"ENSMUSG00000068240","Gm11808",0.339842918069067,0.490967338601302,0
"ENSMUSG00000031826","Usp10",0.340002711307878,0.491155134223596,0
"ENSMUSG00000020368","Canx",0.340047979981549,0.491184121073822,0
"ENSMUSG00000059658","Gm16379",0.340090461672261,0.491184121073822,0
"ENSMUSG00000092814","Gm23638",0.340070312808279,0.491184121073822,0
"ENSMUSG00000047786","Lix1",0.340256246570454,0.491390961465032,0
"ENSMUSG00000089812","Gm15867",0.3403444370671,0.491485721636232,0
"ENSMUSG00000098371","RP24-288C12.6",0.340382656463411,0.491508311591492,0
"ENSMUSG00000037921","Ddx60",0.340415471290094,0.491523094936772,0
"ENSMUSG00000083411","Rpl30-ps10",0.340563880739087,0.491704771375467,0
"ENSMUSG00000026594","Ralgps2",0.34059857814088,0.491722257606439,0
"ENSMUSG00000093765","Gm20658",0.340735943240291,0.491887953072367,0
"ENSMUSG00000038884","A230050P20Rik",0.340890342814617,0.492078215980443,0
"ENSMUSG00000030350","Prmt8",0.340967403024328,0.492156821006606,0
"ENSMUSG00000026816","Gtf3c5",0.341016362502544,0.492194857335116,0
"ENSMUSG00000068120","Gm10231",0.341142674918502,0.49234452606236,0
"ENSMUSG00000031600","Vps37a",0.341295193773746,0.492531994143459,0
"ENSMUSG00000048583","Igf2",0.341414392612146,0.492671355574933,0
"ENSMUSG00000048824","Gm568",0.34157293219805,0.492867464666208,0
"ENSMUSG00000064981","Snora70",0.341599357773965,0.492872928497382,0
"ENSMUSG00000043719","Col6a6",0.341672993029136,0.49291383813116,0
"ENSMUSG00000091954","Gm17179",0.341663575788015,0.49291383813116,0
"ENSMUSG00000079317","Trappc2",0.341707688463859,0.49293122750773,0
"ENSMUSG00000020817","Rabep1",0.341790489336615,0.493018004594676,0
"ENSMUSG00000031068","Glrx3",0.34189753305858,0.493114132593372,0
"ENSMUSG00000097164","Ccdc41os1",0.341902431284596,0.493114132593372,0
"ENSMUSG00000042472","Zfp410",0.34193935083368,0.493134711645473,0
"ENSMUSG00000020283","Pex13",0.341975716467697,0.493154489184489,0
"ENSMUSG00000021520","Uqcrb",0.342046583087973,0.4932240138037,0
"ENSMUSG00000083836","Ldha-ps2",0.342108612634841,0.493280787182802,0
"ENSMUSG00000086575","Gm14104",0.342193903868319,0.493371091464714,0
"ENSMUSG00000020310","Madcam1",0.34222325282952,0.493380732226441,0
"ENSMUSG00000031608","Galnt7",0.342291817209799,0.493381564650062,0
"ENSMUSG00000079263","Gm6614",0.342282251243625,0.493381564650062,0
"ENSMUSG00000084622","Gm25545",0.342249635777447,0.493381564650062,0
"ENSMUSG00000024855","Pacs1",0.342316191110465,0.493384031556831,0
"ENSMUSG00000015943","Bola1",0.342385529379437,0.493385978297573,0
"ENSMUSG00000081732","Gm15495",0.342363212669846,0.493385978297573,0
"ENSMUSG00000087968","Gm25395",0.342351853125475,0.493385978297573,0
"ENSMUSG00000044933","Sstr3",0.342490273830897,0.493504252536399,0
"ENSMUSG00000025578","Cbx8",0.342696893334809,0.493769296147725,0
"ENSMUSG00000029925","Tbxas1",0.342728950860845,0.493782806511247,0
"ENSMUSG00000023009","Nckap5l",0.342784663674812,0.493830393916379,0
"ENSMUSG00000079685","Ulbp1",0.342905917931866,0.493972390610379,0
"ENSMUSG00000041598","Cdc42ep4",0.34317117661748,0.494256396278061,0
"ENSMUSG00000058816","Ppp1r2-ps3",0.343165245353474,0.494256396278061,0
"ENSMUSG00000069227","Gprin1",0.34314068238339,0.494256396278061,0
"ENSMUSG00000026796","Fam129b",0.343317106642931,0.494433864438927,0
"ENSMUSG00000027597","Ahcy",0.343716348236364,0.494976095876035,0
"ENSMUSG00000000881","Dlg3",0.34376906721429,0.495019271269417,0
"ENSMUSG00000024013","Fgd2",0.344032624354699,0.495321602224739,0
"ENSMUSG00000071207","Gm8587",0.344064952865212,0.495321602224739,0
"ENSMUSG00000085172","Gm6542",0.344070028498678,0.495321602224739,0
"ENSMUSG00000094372","Gm21839",0.344019885036579,0.495321602224739,0
"ENSMUSG00000068674","Gm10247",0.344099028847649,0.495330597529897,0
"ENSMUSG00000021098","4930447C04Rik",0.34412701887459,0.495338137383055,0
"ENSMUSG00000092327","Gm20488",0.344169267478682,0.495366198749067,0
"ENSMUSG00000094089","Rpl7a-ps10",0.34421696519663,0.495402098849463,0
"ENSMUSG00000055407","Map6",0.344268004330542,0.495442802900597,0
"ENSMUSG00000071451","Psmg4",0.344322079140873,0.495487869983208,0
"ENSMUSG00000082880","Gm14789",0.344544204749798,0.495774744323058,0
"ENSMUSG00000032530","Lyzl4",0.344574233388681,0.495785185057496,0
"ENSMUSG00000090487","Gm2888",0.34475788649525,0.496016649939737,0
"ENSMUSG00000023873","1700010I14Rik",0.344814647968027,0.496032754123953,0
"ENSMUSG00000079184","Mphosph8",0.344803698616795,0.496032754123953,0
"ENSMUSG00000037568","Vash2",0.344918300098818,0.496149079051956,0
"ENSMUSG00000028931","Kcnab2",0.345138650878916,0.496368552169332,0
"ENSMUSG00000074661","Pde4d",0.345119980004367,0.496368552169332,0
"ENSMUSG00000083261","Gm7816",0.345139274389755,0.496368552169332,0
"ENSMUSG00000072889","Nfxl1",0.345217337496673,0.496382448625591,0
"ENSMUSG00000083914","Rps18-ps1",0.345211997664204,0.496382448625591,0
"ENSMUSG00000087429","Gm16235",0.345177101529362,0.496382448625591,0
"ENSMUSG00000081434","Gm14165",0.345293773203444,0.496426780453819,0
"ENSMUSG00000081572","Gm14138",0.345276434167529,0.496426780453819,0
"ENSMUSG00000004462","Tbccd1",0.345397750409708,0.496449621479679,0
"ENSMUSG00000024248","Cox7a2l",0.3453346996097,0.496449621479679,0
"ENSMUSG00000041817","Fam169a",0.345414322860915,0.496449621479679,0
"ENSMUSG00000047539","Fbxo28",0.345396601701551,0.496449621479679,0
"ENSMUSG00000086867","Gm4577",0.34542367673392,0.496449621479679,0
"ENSMUSG00000031583","Wrn",0.345579198805125,0.496640354953223,0
"ENSMUSG00000031284","Pak3",0.345904844050074,0.497075535301264,0
"ENSMUSG00000000378","Ccm2",0.345990201146481,0.497132567922389,0
"ENSMUSG00000013928","Thap8",0.34597513745104,0.497132567922389,0
"ENSMUSG00000056777","Rpl21-ps13",0.346041350954269,0.497173249628812,0
"ENSMUSG00000033488","BC026585",0.34619240832586,0.497357458206566,0
"ENSMUSG00000035478","Mbd3",0.346325576711304,0.497450295611387,0
"ENSMUSG00000037089","Slc35b2",0.346294017509503,0.497450295611387,0
"ENSMUSG00000044624","Gm4922",0.346309548514751,0.497450295611387,0
"ENSMUSG00000072761","Gm6712",0.346417687934238,0.49754977464153,0
"ENSMUSG00000020610","Amz2",0.346511516324576,0.497651706702444,0
"ENSMUSG00000072432","Gm10358",0.346594045429737,0.497737398618126,0
"ENSMUSG00000046186","Cd109",0.346831332221495,0.498045309266814,0
"ENSMUSG00000057346","Apol9a",0.346866327092274,0.498062709875076,0
"ENSMUSG00000082932","Cyp2j8",0.346984383165391,0.498199367268596,0
"ENSMUSG00000029431","B3gnt4",0.34717644783058,0.498442260994432,0
"ENSMUSG00000030754","Copb1",0.347215905428446,0.498466038713003,0
"ENSMUSG00000081943","Gm9078",0.347292176354184,0.498542659330538,0
"ENSMUSG00000018659","Pnpo",0.347398537673072,0.498651285359706,0
"ENSMUSG00000038179","Slamf7",0.347413655612329,0.498651285359706,0
"ENSMUSG00000089396","Gm23027",0.347693422055285,0.499019941430919,0
"ENSMUSG00000049742","C330006D17Rik",0.347796880957129,0.499102623117636,0
"ENSMUSG00000087690","Gm16031",0.347795842878675,0.499102623117636,0
"ENSMUSG00000022438","Parvb",0.347918776945942,0.499238954420503,0
"ENSMUSG00000027455","Nsfl1c",0.347937745414647,0.499238954420503,0
"ENSMUSG00000020743","Mif4gd",0.34816160731364,0.499527240861029,0
"ENSMUSG00000097660","Gm26762",0.348217662939028,0.499574743976645,0
"ENSMUSG00000047654","Tssk6",0.348328064997703,0.499700204471863,0
"ENSMUSG00000068604","Gm8225",0.348356251500848,0.499707712421754,0
"ENSMUSG00000030335","Mrpl51",0.348513840658307,0.499882984688404,0
"ENSMUSG00000045665","Mfsd5",0.348524359220306,0.499882984688404,0
"ENSMUSG00000069307","Hist1h2bq",0.348586867493971,0.499939703044219,0
"ENSMUSG00000027170","Eif3m",0.34866584748147,0.500020035934331,0
"ENSMUSG00000099329","RP24-271E12.4",0.348706416111103,0.500045276324254,0
"ENSMUSG00000039187","Fanci",0.348841790368483,0.500206455780297,0
"ENSMUSG00000001289","Pfdn5",0.348872938574763,0.500218173453054,0
"ENSMUSG00000067919","Rex2",0.348960362704478,0.500310573357866,0
"ENSMUSG00000083215","Gm14081",0.349226248082877,0.500658807257494,0
"ENSMUSG00000046711","Hmga1",0.349258761868393,0.500672450427128,0
"ENSMUSG00000096160","Gm3436",0.349456228171623,0.500922540395339,0
"ENSMUSG00000096947","Gm26723",0.349605543751795,0.501103581079751,0
"ENSMUSG00000008976","Gabpa",0.349714026719662,0.501226074767199,0
"ENSMUSG00000027423","Snx5",0.349806038691632,0.501317435142231,0
"ENSMUSG00000042742","B630005N14Rik",0.349823824109171,0.501317435142231,0
"ENSMUSG00000028567","Txndc12",0.349921321725493,0.501335225311296,0
"ENSMUSG00000045114","Prrt2",0.349928348896718,0.501335225311296,0
"ENSMUSG00000074037","Mc1r",0.349925238595433,0.501335225311296,0
"ENSMUSG00000086414","Gm15645",0.34991341054154,0.501335225311296,0
"ENSMUSG00000040471","Ggt6",0.349952295724024,0.501336542094343,0
"ENSMUSG00000031919","Tmed6",0.350092404083055,0.501504259066468,0
"ENSMUSG00000037740","Mrps26",0.350141693264622,0.501508868688426,0
"ENSMUSG00000081272","Gm13509",0.35013049320983,0.501508868688426,0
"ENSMUSG00000048772","Tmem53",0.350325546526339,0.501739193041571,0
"ENSMUSG00000050854","Tmem125",0.350463066675203,0.501891415445257,0
"ENSMUSG00000099081","TUG1_4",0.350477938037492,0.501891415445257,0
"ENSMUSG00000035020","Epgn",0.350509092331622,0.501903015597983,0
"ENSMUSG00000096437","Rps12-ps16",0.350541001217868,0.50191569467374,0
"ENSMUSG00000029422","Rsrc2",0.350564809087493,0.501916773552795,0
"ENSMUSG00000022883","Robo1",0.35064843145863,0.502003485321617,0
"ENSMUSG00000030922","Lyrm1",0.350716168362561,0.50203443365253,0
"ENSMUSG00000033917","Gde1",0.350700353426049,0.50203443365253,0
"ENSMUSG00000065663","Gm22579",0.350802411470592,0.502091861161414,0
"ENSMUSG00000093874","Gm24539",0.350802411470592,0.502091861161414,0
"ENSMUSG00000023990","Tfeb",0.350972566984231,0.502302376795536,0
"ENSMUSG00000028378","Ptgr1",0.351083076549432,0.502399994679537,0
"ENSMUSG00000097488","4732487G21Rik",0.351086928439414,0.502399994679537,0
"ENSMUSG00000045613","Chrm2",0.351270121986115,0.502629104552067,0
"ENSMUSG00000083727","Gm11887",0.351293467955488,0.502629474951297,0
"ENSMUSG00000005677","Nr1i3",0.351337638946458,0.502630937277194,0
"ENSMUSG00000033837","Foxh1",0.351340664346348,0.502630937277194,0
"ENSMUSG00000040653","Ppp1r14c",0.351376103273653,0.502648606634516,0
"ENSMUSG00000012405","Rpl15",0.35141272570368,0.502667966576531,0
"ENSMUSG00000026162","Nhej1",0.351510755029449,0.50277515588635,0
"ENSMUSG00000050323","Ndufaf6",0.351544153602921,0.50277869520536,0
"ENSMUSG00000059897","Zfp930",0.351559417441146,0.50277869520536,0
"ENSMUSG00000073418","C4b",0.351639695562105,0.502860471103691,0
"ENSMUSG00000020802","Ube2o",0.351726903067356,0.502952144937892,0
"ENSMUSG00000007279","Scube2",0.351825934514804,0.503060713274779,0
